candidate_id,seed,channel,tier,demand_tercile,cell_population,promo_rate,mean_log_price_ratio,sd_log_price_ratio,overlap_eligible,overlap_pass,failure_reason
measured_weaker,22,affiliate,premium,medium,3019,0.3100364359059291,-0.037560450904768256,0.07510238465695016,True,True,
measured_weaker,22,affiliate,premium,high,2986,0.24447421299397187,-0.011422873456036828,0.07354269350020327,True,True,
measured_weaker,22,paid_search,basic,low,2961,0.5596082404593042,-0.08915893972202202,0.08937069950596312,True,True,
measured_weaker,22,paid_search,basic,medium,3039,0.502138861467588,-0.0633598897815299,0.08559274831827544,True,True,
measured_weaker,22,paid_search,basic,high,2958,0.4164976335361731,-0.03321799941888163,0.08613933032781318,True,True,
measured_weaker,22,paid_search,premium,low,3044,0.5726018396846255,-0.09144789132519053,0.08888012238160238,True,True,
measured_weaker,22,paid_search,premium,medium,3005,0.5008319467554077,-0.06303528552980342,0.08607429658768878,True,True,
measured_weaker,22,paid_search,premium,high,2989,0.44329207092673134,-0.03648128597314031,0.08686281132695609,True,True,
measured_weaker,33,organic,basic,low,2958,0.1933739012846518,-0.04438831303244682,0.06435148707961144,True,True,
measured_weaker,33,organic,basic,medium,3033,0.15595120342894825,-0.01841069417284858,0.061099975429411195,True,True,
measured_weaker,33,organic,basic,high,2952,0.11212737127371274,0.009266770371161947,0.05389082749003802,True,True,
measured_weaker,33,organic,premium,low,2991,0.20795720494817788,-0.04883051349311429,0.06992975774580909,True,True,
measured_weaker,33,organic,premium,medium,2989,0.1646035463365674,-0.020071248397201685,0.06372654722086012,True,True,
measured_weaker,33,organic,premium,high,3138,0.1159974506054812,0.008118972738785795,0.056331614474648274,True,True,
measured_weaker,33,affiliate,basic,low,3067,0.37300293446364524,-0.06811988535034033,0.08203826888132086,True,True,
measured_weaker,33,affiliate,basic,medium,2903,0.29383396486393387,-0.03621209272638857,0.07713690629309611,True,True,
measured_weaker,33,affiliate,basic,high,2987,0.2373619015734851,-0.004488816536793379,0.06931797479913178,True,True,
measured_weaker,33,affiliate,premium,low,2954,0.3578199052132701,-0.06687250974374158,0.08080705830630855,True,True,
measured_weaker,33,affiliate,premium,medium,3087,0.2908973113054746,-0.03521727107070267,0.07518534506957975,True,True,
measured_weaker,33,affiliate,premium,high,2950,0.21525423728813559,-0.00499883344275827,0.07138098818782547,True,True,
measured_weaker,33,paid_search,basic,low,3029,0.5675140310333443,-0.09314100340336018,0.08933719629013287,True,True,
measured_weaker,33,paid_search,basic,medium,3005,0.4978369384359401,-0.06063819693883559,0.08625185282651279,True,True,
measured_weaker,33,paid_search,basic,high,2971,0.41299225849882193,-0.027639246336787347,0.08384465031952656,True,True,
measured_weaker,33,paid_search,premium,low,3057,0.5695125940464507,-0.09311766631990737,0.0898793700850112,True,True,
measured_weaker,33,paid_search,premium,medium,2967,0.4718570947084597,-0.0577087692321049,0.08536115025780566,True,True,
measured_weaker,33,paid_search,premium,high,2962,0.4098582039162728,-0.02766704901380451,0.0834176764283794,True,True,
measured_stronger,11,organic,basic,low,3049,0.24467038373237127,-0.054890184948454025,0.07141237750488175,True,True,
measured_stronger,11,organic,basic,medium,3029,0.16011885110597557,-0.021814993944486077,0.05967314776149395,True,True,
measured_stronger,11,organic,basic,high,2982,0.10026827632461435,0.009384775364317543,0.05309785528283976,True,True,
measured_stronger,11,organic,premium,low,2979,0.2618328298086606,-0.0572461657482015,0.07458359456334539,True,True,
measured_stronger,11,organic,premium,medium,2955,0.16311336717428088,-0.022734960551840152,0.06202775198337003,True,True,
measured_stronger,11,organic,premium,high,2965,0.10118043844856661,0.008672176277860766,0.054054233034330754,True,True,
measured_stronger,11,affiliate,basic,low,2975,0.4396638655462185,-0.07915697091947424,0.0846338476350884,True,True,
measured_stronger,11,affiliate,basic,medium,2974,0.3002689979825151,-0.04008095360184274,0.07541541280682916,True,True,
measured_stronger,11,affiliate,basic,high,2954,0.1980365605958023,-0.0022836110159323944,0.06731791032693873,True,True,
measured_stronger,11,affiliate,premium,low,3032,0.42941952506596304,-0.0790555441735496,0.08659464596435064,True,True,
measured_stronger,11,affiliate,premium,medium,3107,0.30318635339555844,-0.03994957538772461,0.07532633102028047,True,True,
measured_stronger,11,affiliate,premium,high,3015,0.20398009950248755,-0.002133189785544444,0.06500935081316604,True,True,
measured_stronger,11,paid_search,basic,low,2988,0.6462516733601071,-0.10602997140582318,0.08945120679445369,True,True,
measured_stronger,11,paid_search,basic,medium,2994,0.5033400133600534,-0.0652475140669983,0.0862243912284434,True,True,
measured_stronger,11,paid_search,basic,high,3015,0.3681592039800995,-0.02466838952139044,0.08252022954110255,True,True,
measured_stronger,11,paid_search,premium,low,2989,0.6356641017062563,-0.10699249407700162,0.09110135822625219,True,True,
measured_stronger,11,paid_search,premium,medium,2947,0.5100101798439091,-0.06613928745853033,0.08619788145639512,True,True,
measured_stronger,11,paid_search,premium,high,3051,0.35922648312028843,-0.0211625431670574,0.07954520440678255,True,True,
measured_stronger,22,organic,basic,low,3040,0.2361842105263158,-0.04881049811801672,0.07221043720919551,True,True,
measured_stronger,22,organic,basic,medium,3021,0.15226746110559417,-0.018496589305770906,0.05903018735820132,True,True,
measured_stronger,22,organic,basic,high,3039,0.0993747943402435,0.007674842384833627,0.050107369343211056,True,True,
measured_stronger,22,organic,premium,low,3038,0.22514812376563528,-0.04605999605518,0.06856290577568272,True,True,
measured_stronger,22,organic,premium,medium,2960,0.15202702702702703,-0.01887509022843728,0.05962917897681161,True,True,
measured_stronger,22,organic,premium,high,3041,0.08780006576783952,0.008105354810166434,0.05185495842123257,True,True,
measured_stronger,22,affiliate,basic,low,3011,0.4128196612421123,-0.06889277728131797,0.08316529108815292,True,True,
measured_stronger,22,affiliate,basic,medium,2967,0.29558476575665654,-0.036902248562024405,0.07463052765953382,True,True,
measured_stronger,22,affiliate,basic,high,2943,0.2130479102956167,-0.006497816727605188,0.06788951625733948,True,True,
measured_stronger,22,affiliate,premium,low,2939,0.4127254168084382,-0.06936320106961312,0.08440701700837404,True,True,
measured_stronger,22,affiliate,premium,medium,3019,0.3083802583636966,-0.039254823253540405,0.07760668337416236,True,True,
measured_stronger,22,affiliate,premium,high,2986,0.2056262558606832,-0.005719716331548715,0.0683727414034709,True,True,
measured_stronger,22,paid_search,basic,low,2961,0.608240459304289,-0.09563918642223079,0.09027422633170888,True,True,
measured_stronger,22,paid_search,basic,medium,3039,0.5018098058571898,-0.06485202417487047,0.08739780301235514,True,True,
measured_stronger,22,paid_search,basic,high,2958,0.3745774171737661,-0.02776081205636125,0.0845365503571163,True,True,
measured_stronger,22,paid_search,premium,low,3044,0.6195795006570303,-0.09607579671329991,0.08923292688328185,True,True,
measured_stronger,22,paid_search,premium,medium,3005,0.5004991680532446,-0.0656302111153948,0.08869517186435995,True,True,
measured_stronger,22,paid_search,premium,high,2989,0.39243894279023084,-0.029359869544210476,0.08372341112155614,True,True,
measured_stronger,33,organic,basic,low,2958,0.2302231237322515,-0.04963173460932649,0.07090870543448893,True,True,
measured_stronger,33,organic,basic,medium,3033,0.15694032311242995,-0.018139294754079365,0.06021736028348096,True,True,
measured_stronger,33,organic,basic,high,2952,0.09654471544715447,0.01120223232229431,0.05088539481818379,True,True,
measured_stronger,33,organic,premium,low,2991,0.24406552992310265,-0.05148445221460518,0.07079536799842054,True,True,
measured_stronger,33,organic,premium,medium,2989,0.16359986617597858,-0.018148950070487283,0.05996348963294071,True,True,
measured_stronger,33,organic,premium,high,3138,0.0994263862332696,0.01142598081596741,0.050369679575252395,True,True,
measured_stronger,33,affiliate,basic,low,3067,0.42386697098141507,-0.07399890726799012,0.08431495717932823,True,True,
measured_stronger,33,affiliate,basic,medium,2903,0.2914226662073717,-0.03557889767945713,0.0764948033730549,True,True,
measured_stronger,33,affiliate,basic,high,2987,0.20020087043856713,-0.002210327819003783,0.0693547841883825,True,True,
measured_stronger,33,affiliate,premium,low,2954,0.40724441435341907,-0.07275243477565971,0.08402019362140946,True,True,
measured_stronger,33,affiliate,premium,medium,3087,0.29122125040492386,-0.03512190108763426,0.07571096769122454,True,True,
measured_stronger,33,affiliate,premium,high,2950,0.188135593220339,-0.0008044019214085261,0.06751817108564369,True,True,
measured_stronger,33,paid_search,basic,low,3029,0.6200066028392208,-0.09983561841997568,0.09046130899410905,True,True,
measured_stronger,33,paid_search,basic,medium,3005,0.49750415973377704,-0.060771488673280284,0.08652443768724787,True,True,
measured_stronger,33,paid_search,basic,high,2971,0.36250420733759675,-0.023515739741521578,0.08291760575814025,True,True,
measured_stronger,33,paid_search,premium,low,3057,0.6110565914295061,-0.09918181993963325,0.09072032238578755,True,True,
measured_stronger,33,paid_search,premium,medium,2967,0.4691607684529828,-0.05897749275586121,0.08692420084979388,True,True,
measured_stronger,33,paid_search,premium,high,2962,0.3612424037812289,-0.021044252284548717,0.08071388789245294,True,True,
hidden_weaker,11,organic,basic,low,3049,0.2151525090193506,-0.051125601777865425,0.06572013807335254,True,True,
hidden_weaker,11,organic,basic,medium,3029,0.1584681413007593,-0.02160584442287834,0.05833600150397364,True,True,
hidden_weaker,11,organic,basic,high,2982,0.10462776659959759,0.008817042315254755,0.05182065690269568,True,True,
hidden_weaker,11,organic,premium,low,2979,0.23564954682779457,-0.05313253570387975,0.06893805612302872,True,True,
hidden_weaker,11,organic,premium,medium,2955,0.16006768189509307,-0.021820979242618936,0.05885262300432925,True,True,
hidden_weaker,11,organic,premium,high,2965,0.10792580101180438,0.008089828153991514,0.051978625918088286,True,True,
hidden_weaker,11,affiliate,basic,low,2975,0.4117647058823529,-0.0737087518633216,0.07993231809962624,True,True,
hidden_weaker,11,affiliate,basic,medium,2974,0.29320780094149296,-0.03820848836047531,0.07232408039395423,True,True,
hidden_weaker,11,affiliate,basic,high,2954,0.2132701421800948,-0.0027906148664994983,0.06325290455670579,True,True,
hidden_weaker,11,affiliate,premium,low,3032,0.4017150395778364,-0.07579516380507852,0.08322472294985105,True,True,
hidden_weaker,11,affiliate,premium,medium,3107,0.29868039909880917,-0.03897050823322626,0.07244767454696141,True,True,
hidden_weaker,11,affiliate,premium,high,3015,0.22155887230514096,-0.006175391531409896,0.06709919396170859,True,True,
hidden_weaker,11,paid_search,basic,low,2988,0.6201472556894244,-0.10257751585766252,0.08743308339761696,True,True,
hidden_weaker,11,paid_search,basic,medium,2994,0.5040080160320641,-0.06430520623994734,0.0836241375269376,True,True,
hidden_weaker,11,paid_search,basic,high,3015,0.3946932006633499,-0.02901323863230681,0.08225466077488706,True,True,
hidden_weaker,11,paid_search,premium,low,2989,0.6155904984944798,-0.10288088959550609,0.08787155974680302,True,True,
hidden_weaker,11,paid_search,premium,medium,2947,0.505598914149983,-0.0657172973077232,0.08491987314687942,True,True,
hidden_weaker,11,paid_search,premium,high,3051,0.3828253031792855,-0.026318974288418073,0.08146824900447894,True,True,
hidden_weaker,22,organic,basic,low,3040,0.21710526315789475,-0.046752214629522205,0.06705756656952185,True,True,
hidden_weaker,22,organic,basic,medium,3021,0.14630916914928832,-0.017523494052272697,0.054889393654990126,True,True,
hidden_weaker,22,organic,basic,high,3039,0.10858835143139191,0.00614789535178272,0.052117651590667564,True,True,
hidden_weaker,22,organic,premium,low,3038,0.20836076366030284,-0.04561654192396573,0.06595873657389208,True,True,
hidden_weaker,22,organic,premium,medium,2960,0.15067567567567566,-0.019058850333502624,0.057811452758367986,True,True,
hidden_weaker,22,organic,premium,high,3041,0.0956922065110161,0.007580032659342016,0.05027712991808196,True,True,
hidden_weaker,22,affiliate,basic,low,3011,0.38857522417801393,-0.06714490893062558,0.07967971417774464,True,True,
hidden_weaker,22,affiliate,basic,medium,2967,0.2949106841927873,-0.037599262216463945,0.07364740351839238,True,True,
hidden_weaker,22,affiliate,basic,high,2943,0.22833843017329256,-0.008418826745268957,0.0682935986650274,True,True,
hidden_weaker,22,affiliate,premium,low,2939,0.39128955427015993,-0.06940143223084252,0.08239303048559461,True,True,
hidden_weaker,22,affiliate,premium,medium,3019,0.304736667770785,-0.03853028393566367,0.07484644469621914,True,True,
hidden_weaker,22,affiliate,premium,high,2986,0.2173476222371065,-0.0074489900579431416,0.06799483231957061,True,True,
hidden_weaker,22,paid_search,basic,low,2961,0.5900033772374198,-0.09237368552325151,0.08643686349209052,True,True,
hidden_weaker,22,paid_search,basic,medium,3039,0.500164527805199,-0.06372509727927271,0.08410537121427598,True,True,
hidden_weaker,22,paid_search,basic,high,2958,0.3938471940500338,-0.02761580423172328,0.07993024850735489,True,True,
hidden_weaker,22,paid_search,premium,low,3044,0.6044678055190539,-0.09556507011513812,0.08781128446026877,True,True,
hidden_weaker,22,paid_search,premium,medium,3005,0.502495840266223,-0.062232889702829246,0.08313987758749361,True,True,
hidden_weaker,22,paid_search,premium,high,2989,0.41150886584141855,-0.03229565120194081,0.08352402958590839,True,True,
hidden_weaker,33,organic,basic,low,2958,0.20960108181203516,-0.04819034289623732,0.06759172366213827,True,True,
hidden_weaker,33,organic,basic,medium,3033,0.15166501813386085,-0.01777377004231418,0.056796867414112086,True,True,
hidden_weaker,33,organic,basic,high,2952,0.09993224932249323,0.010306046246294647,0.050030664964568955,True,True,
hidden_weaker,33,organic,premium,low,2991,0.2203276496155132,-0.04935258066886399,0.06750194639548313,True,True,
hidden_weaker,33,organic,premium,medium,2989,0.16226162596186017,-0.01890236463860651,0.05806743293770469,True,True,
hidden_weaker,33,organic,premium,high,3138,0.10548119821542384,0.010437187748289922,0.04857787721792798,True,True,
hidden_weaker,33,affiliate,basic,low,3067,0.4016954678839257,-0.07250283311346846,0.0821285308646262,True,True,
hidden_weaker,33,affiliate,basic,medium,2903,0.29107819497071996,-0.0340886826746858,0.07115011433634828,True,True,
hidden_weaker,33,affiliate,basic,high,2987,0.21794442584532978,-0.0037391097809351902,0.06663776667145337,True,True,
hidden_weaker,33,affiliate,premium,low,2954,0.3801624915368991,-0.06927764426758719,0.08034533988306938,True,True,
hidden_weaker,33,affiliate,premium,medium,3087,0.28733398121153225,-0.03550660585987872,0.07382473626404865,True,True,
hidden_weaker,33,affiliate,premium,high,2950,0.20067796610169492,-0.001457064787935565,0.06394708277028338,True,True,
hidden_weaker,33,paid_search,basic,low,3029,0.5952459557609773,-0.09672153576949608,0.08789885814194072,True,True,
hidden_weaker,33,paid_search,basic,medium,3005,0.5004991680532446,-0.06273620916708154,0.08504668054706813,True,True,
hidden_weaker,33,paid_search,basic,high,2971,0.38673847189498484,-0.026592556088105377,0.08127554439829018,True,True,
hidden_weaker,33,paid_search,premium,low,3057,0.5901210336931633,-0.09620036664082059,0.0881520672617313,True,True,
hidden_weaker,33,paid_search,premium,medium,2967,0.4711830131445905,-0.057688941528605556,0.0827478185403372,True,True,
hidden_weaker,33,paid_search,premium,high,2962,0.38318703578663066,-0.02586785890259669,0.08148406982332443,True,True,
hidden_stronger,11,organic,basic,low,3049,0.22531977697605773,-0.053102693206011374,0.07327783701989096,True,True,
hidden_stronger,11,organic,basic,medium,3029,0.16540112248266756,-0.02334620667686702,0.0650953034227272,True,True,
hidden_stronger,11,organic,basic,high,2982,0.10865191146881288,0.00933793805935903,0.05898059508378416,True,True,
hidden_stronger,11,organic,premium,low,2979,0.24538435716683452,-0.05537723184335102,0.07679216930830575,True,True,
hidden_stronger,11,organic,premium,medium,2955,0.16514382402707276,-0.023669333313283476,0.06750505949185814,True,True,
hidden_stronger,11,organic,premium,high,2965,0.11163575042158516,0.00824678521297019,0.0600226745065519,True,True,
hidden_stronger,11,affiliate,basic,low,2975,0.41478991596638654,-0.07704180874277974,0.09048820947561786,True,True,
hidden_stronger,11,affiliate,basic,medium,2974,0.30396772024209817,-0.041371633767272646,0.08058723425483771,True,True,
hidden_stronger,11,affiliate,basic,high,2954,0.22173324306025727,-0.004077700634409855,0.0750486599792792,True,True,
hidden_stronger,11,affiliate,premium,low,3032,0.408311345646438,-0.07688853405511241,0.09035158515415732,True,True,
hidden_stronger,11,affiliate,premium,medium,3107,0.3080141615706469,-0.04264973263581228,0.08184940073133767,True,True,
hidden_stronger,11,affiliate,premium,high,3015,0.2228855721393035,-0.005685943475665032,0.07487324103803822,True,True,
hidden_stronger,11,paid_search,basic,low,2988,0.6198125836680054,-0.10560119573318043,0.09631914104239929,True,True,
hidden_stronger,11,paid_search,basic,medium,2994,0.5046760187040749,-0.06689358323429642,0.09155032622790331,True,True,
hidden_stronger,11,paid_search,basic,high,3015,0.3953565505804312,-0.028016311801939215,0.08867115019198897,True,True,
hidden_stronger,11,paid_search,premium,low,2989,0.616259618601539,-0.10311653589303184,0.09437736450996005,True,True,
hidden_stronger,11,paid_search,premium,medium,2947,0.506956226671191,-0.06575889934299028,0.08984291462036881,True,True,
hidden_stronger,11,paid_search,premium,high,3051,0.38479187151753524,-0.025200364712694462,0.08763215297465837,True,True,
hidden_stronger,22,organic,basic,low,3040,0.22006578947368421,-0.046183382679914384,0.07689439168815382,True,True,
hidden_stronger,22,organic,basic,medium,3021,0.15392254220456802,-0.018025070366536885,0.06310483259887822,True,True,
hidden_stronger,22,organic,basic,high,3039,0.11516946363935505,0.003862819274207299,0.0614276204646583,True,True,
hidden_stronger,22,organic,premium,low,3038,0.21231073074391046,-0.04275534597786451,0.07263765732944219,True,True,
hidden_stronger,22,organic,premium,medium,2960,0.1581081081081081,-0.019249592947452276,0.06517775055345278,True,True,
hidden_stronger,22,organic,premium,high,3041,0.10489970404472213,0.004402635084034225,0.06225624260732992,True,True,
hidden_stronger,22,affiliate,basic,low,3011,0.3839256061109266,-0.06397565064076655,0.08725361192804038,True,True,
hidden_stronger,22,affiliate,basic,medium,2967,0.3023255813953488,-0.0393820580274074,0.08231321103457948,True,True,
hidden_stronger,22,affiliate,basic,high,2943,0.23615358477743797,-0.011626401511884935,0.07803959444835111,True,True,
hidden_stronger,22,affiliate,premium,low,2939,0.38924804355222864,-0.06596224668600058,0.08886955301416438,True,True,
hidden_stronger,22,affiliate,premium,medium,3019,0.31467373302418017,-0.04054001844927779,0.08454073527784753,True,True,
hidden_stronger,22,affiliate,premium,high,2986,0.2304085733422639,-0.010820371751509553,0.07876405969658105,True,True,
hidden_stronger,22,paid_search,basic,low,2961,0.5775075987841946,-0.08938150874820791,0.09458581229424033,True,True,
hidden_stronger,22,paid_search,basic,medium,3039,0.5106943073379401,-0.0667538120544425,0.09275050917956265,True,True,
hidden_stronger,22,paid_search,basic,high,2958,0.39655172413793105,-0.031109473353260142,0.09054705336613478,True,True,
hidden_stronger,22,paid_search,premium,low,3044,0.5903416557161629,-0.08996224698471687,0.09287906134778398,True,True,
hidden_stronger,22,paid_search,premium,medium,3005,0.5014975041597338,-0.06405917383480741,0.09193777758313182,True,True,
hidden_stronger,22,paid_search,premium,high,2989,0.4161927065908331,-0.03366009201136939,0.09029380804591967,True,True,
hidden_stronger,33,organic,basic,low,2958,0.21670047329276537,-0.04747712089626962,0.07369212081548818,True,True,
hidden_stronger,33,organic,basic,medium,3033,0.15990768216287504,-0.01841519452939863,0.06720292061937598,True,True,
hidden_stronger,33,organic,basic,high,2952,0.10535230352303523,0.010314004420105582,0.05925686634637289,True,True,
